https://esra.fbkultur.uni-hamburg.de/explore/view?entity_id=778,centroid,spread,skewness,kurtosis,loudness,sharpness,roughness,flux
0,506.13344001071,931.45492894969,8.1054331735971,91.557056637747,66.158301607974,0.012519683670501,0.00021045161758178,1.7849314578639
1,494.09432145027,805.46901759585,7.9467828723835,101.5208654013,66.162945411733,0.011295885912162,0.00025457749872344,1.3144919394992
2,365.29748683453,641.09001522295,9.5282723463278,147.26184516817,66.163520894226,0.011074091079583,0.0003328603060049,0.96149825127619
3,690.84438451445,974.6505294959,5.1527246307089,51.516740326087,66.223722811128,0.012317966116909,0.00019451302665547,1.6321974228208
4,731.93569124242,959.67790625131,4.3134006108732,41.599182529804,66.351299462462,0.014196350634971,0.00026190636338482,4.2544368500818
5,1265.7256134025,923.31791375747,2.4987998824972,25.414252169498,66.643251236688,0.021865903622876,0.00062958859536749,5.1752098659826
6,1536.3283977255,1206.861520042,2.2795121786284,16.030779804167,66.813008918712,0.029673289488308,0.00077125074822601,4.7093748981947
7,1909.3019125291,1819.7340225983,1.7884141439543,6.8856988844227,66.974839950786,0.041687692743361,0.00068053103315239,5.1255996376323
8,3630.3043662389,2403.3230943869,0.27068420972348,2.6050172220626,66.897804322476,0.057885286378886,0.00067793805674161,4.5507053221545
9,2841.2566747461,2815.5870318022,1.3504580982395,4.5952245554382,66.994684596259,0.066353889161888,0.00064967420336096,5.9589257414701
10,2169.908475869,2716.1372932263,1.6273192470632,5.299732694934,67.15758209533,0.07153657315878,0.0011136290475882,3.1477053821633
11,2728.1911810649,2974.3503876172,1.2349841365493,4.0731154964371,67.02024619215,0.062987779377844,0.00060533800386312,2.6570517789633
12,1711.632092688,2549.7328393753,1.9185555541498,6.3329022124128,67.039765290583,0.061876608463872,0.00087406911799293,2.5243196563992
13,1913.9688934565,2245.7398716732,1.7583820235818,6.2018312440893,66.976464188094,0.042593448931975,0.00057697765901906,3.2264314755774
14,528.88693525165,1010.1493402693,5.0281601967069,36.808427279789,66.965040081422,0.033723195674155,0.0015825557980126,9.8386085649494
15,290.200094473,413.90921868594,10.445240321989,182.90867742512,67.103432122267,0.03414841882859,0.0072704330713332,8.350225367168
16,258.65822680927,351.85905821323,11.254157845128,234.82856127519,67.073376661165,0.03342032648746,0.0090634664438491,3.211878096508
17,224.63684004404,320.23966699272,21.257190386109,651.18024862389,67.010357311434,0.035723145176677,0.0099850488082812,1.7047577640332
18,250.88919928859,345.736122978,13.628248331811,328.39735951171,66.930109289356,0.028778012586814,0.0057103212502765,4.2626520160007
19,237.7064298475,274.2264308039,12.984975079775,345.17009965293,66.989640937544,0.03048320541039,0.011699762081598,6.3005105162868
20,239.46114381136,228.13372437487,14.909378875539,480.96370451024,66.970758378329,0.02866516515096,0.013784827520289,1.8031391735047
21,267.58631267559,302.78314225962,11.184919434912,274.69230192733,66.876696320833,0.02461661103999,0.0065750369732479,1.5667152345062
22,247.40031977672,291.1934576107,14.515028639276,361.50567242423,66.846738905712,0.023598443599437,0.0056169465622918,1.7339000565853
23,236.11360231623,272.9950866321,14.416260619631,403.43578104793,66.811066859921,0.021516614748348,0.005684926953398,2.4017309317271
24,255.53161270722,305.62906019353,11.536396590934,296.35787677636,66.845440349781,0.022430742207614,0.0050572286777206,4.0142903569887
25,298.8367817382,363.32227113402,10.655542221789,230.56222752653,66.953757218933,0.028466678558383,0.006531341459846,3.4730950169048
26,310.13926883473,321.3529337317,7.6214647588938,166.11858605908,66.827761278628,0.022621243935408,0.0056897167314551,3.8065346445981
27,281.91525570811,297.83606688429,10.289774565831,245.30481654483,66.942737296045,0.026216178421735,0.0078177526989144,4.6965682134985
28,304.63186778903,273.71930421955,9.6930816008572,253.71312393085,66.904420361692,0.026774570353832,0.0093977074913678,5.9462038356687
29,441.57958882424,337.49484077618,4.9116658231724,93.720623252777,67.000776422581,0.032518767480707,0.0093234397227577,6.0875172231659
30,631.33725367293,453.37607404957,6.0160233418598,88.622852027046,67.097876664029,0.039801605195029,0.0064360161952384,6.1183354802172
31,595.81149029272,386.08761289701,7.1254314634649,124.59284533309,67.162683995554,0.045746149676938,0.010664762490976,10.693660178096
32,550.91153243659,389.98683515124,6.6894393974823,120.67099938005,67.24588908762,0.052501034305926,0.015729460506238,10.303232127226
